airport,latitude,longitude
DTN,32.5402,-93.745
ESF,31.3949,-92.2958
HUM,29.5665,-90.6604
LCH,30.1261,-93.2233
LFT,30.2053,-91.9876
MLU,32.5109,-92.0377
MSY,29.9934,-90.258
NBG,29.8253,-90.035
NEW,30.0424,-90.0283
OPL,30.5584,-92.0994
POE,31.0448,-93.1917
PTN,29.7095,-91.339
RSN,32.5144,-92.5917
SHV,32.4466,-93.8256
UCE,30.4663,-92.4238
AUG,44.3206,-69.7973
BGR,44.8074,-68.8281
BHB,44.45,-68.3615
CAR,46.8715,-68.0179
FRY,43.9911,-70.9479
HUL,46.1231,-67.7921
ISS,43.9614,-69.7126
LEW,44.0485,-70.2835
LIZ,46.9504,-67.8859
MLT,45.6478,-68.6856
NHZ,43.8922,-69.9386
OLD,44.9528,-68.6743
OWK,44.7155,-69.8665
PNN,45.2007,-67.5644
PQI,46.689,-68.0448
PWM,43.6462,-70.3093
RKD,44.0601,-69.0992
SFM,43.3939,-70.708
WFK,47.2855,-68.3128
WVL,44.5332,-69.6755
ADW,38.8108,-76.867
ANP,38.9429,-76.5684
APG,39.4662,-76.1688
BWI,39.1753,-76.6683
CBE,39.6154,-78.7609
CGE,38.5393,-76.0304
CGS,38.9806,-76.9223
ESN,38.8042,-76.069
FDK,39.4176,-77.3743
FME,39.0854,-76.7594
GAI,39.1683,-77.166
HGR,39.7079,-77.7295
LTW,38.3154,-76.5501
MTN,39.3257,-76.4138
NHK,38.286,-76.4118
OCE,38.3104,-75.124
SBY,38.3405,-75.5103
ACK,41.2531,-70.0602
ARE,18.45,-66.6753
BAF,42.1578,-72.7156
BED,42.47,-71.289
BOS,42.3643,-71.0052
BQN,18.4949,-67.1294
BVY,42.5842,-70.9165
CPX,18.3133,-65.3043
EWB,41.6761,-70.9569
FAJ,18.3089,-65.6619
FMH,41.6584,-70.5214
GBR,42.1842,-73.4032
GDM,42.55,-72.0161
HUC,18.1381,-65.8013
HYA,41.6693,-70.2804
LWM,42.7172,-71.1234
MAZ,18.2557,-67.1485
MMN,42.4618,-71.5184
MVY,41.3931,-70.6143
MXG,42.3432,-71.509
NRR,18.2453,-65.6434
ORH,42.2673,-71.8757
OWD,42.1905,-71.1729
PMX,42.2233,-72.3114
PSF,42.4268,-73.2929
PVC,42.0719,-70.2214
PYM,41.909,-70.7288
UWA,42.282,-72.2148
VQS,18.1348,-65.4936
ACB,44.9886,-85.1984
ADG,41.8677,-84.0773
AMN,43.3221,-84.688
APN,45.0781,-83.5603
ARB,42.223,-83.7456
AZO,42.2349,-85.5521
BEH,42.1286,-86.4285
BTL,42.3073,-85.2515
CAD,44.2753,-85.4189
CIU,46.2508,-84.4724
CMX,47.1684,-88.4891
DRE,46.0093,-83.7439
DTW,42.2125,-83.3533
ECA,44.3128,-83.4223
ESC,45.7227,-87.0937
FNT,42.9654,-83.7436
GDW,43.9706,-84.475
GLR,45.0135,-84.7036
GRR,42.8808,-85.5228
HAI,41.9598,-85.5934
HLM,42.7959,-86.162
HTL,44.3598,-84.6711
IMT,45.8184,-88.1145
IRS,41.8133,-85.439
ISQ,45.9746,-86.1718
IWD,46.5275,-90.1314
JXN,42.2598,-84.4594
LAN,42.7787,-84.5874
LDM,43.9625,-86.4079
MBL,44.2724,-86.2469
MBS,43.5329,-84.0796
MCD,45.8649,-84.6373
MKG,43.1695,-86.2382
MNM,45.1267,-87.6384
MOP,43.6217,-84.7375
MQT,46.3536,-87.3954
MTC,42.6135,-82.8369
NLE,41.8359,-86.2252
OSC,44.4516,-83.3941
PHN,42.911,-82.5289
PLN,45.5709,-84.7967
PTK,42.6655,-83.4201
RCT,43.9,-85.5167
TVC,44.7414,-85.5822
TZC,43.4588,-83.4455
WBK,44.2448,-84.1798
WBR,43.7226,-85.5041
AEL,43.6815,-93.3672
AUM,43.665,-92.9334
AXN,45.8663,-95.3947
BBB,45.3319,-95.6506
BDE,48.7284,-94.6122
BJI,47.5094,-94.9337
BRD,46.3983,-94.1381
CKN,47.8417,-96.6216
DLH,46.8421,-92.1936
DTL,46.8252,-95.8857
EVM,47.4251,-92.4985
FBL,44.3284,-93.3125
FCM,44.8272,-93.4571
FFM,46.2844,-96.1567
FRM,43.6439,-94.4156
GPZ,47.2111,-93.5098
GRM,47.8383,-90.3829
HIB,47.3866,-92.839
ILL,45.1177,-95.1304
INL,48.5662,-93.4031
LYU,47.8245,-91.8307
MIC,45.062,-93.3539
MJQ,43.65,-94.9867
MKT,44.2216,-93.9187
MML,44.4505,-95.8219
MOX,45.5704,-95.9684
MSP,44.882,-93.2218
MVE,44.9691,-95.7103
MWM,43.9134,-95.1094
NSL,43.9868,-95.7826
ONA,44.0772,-91.7083
OTG,43.6559,-95.584
OWA,44.1234,-93.2606
PKD,46.9006,-95.0731
ROX,48.856,-95.697
RRT,48.9414,-95.3484
RST,43.9083,-92.5
RWF,44.5472,-95.0823
STC,45.5466,-94.0599
STP,44.9345,-93.06
SYN,44.4755,-93.0163
TVF,48.0657,-96.185
ULM,44.3196,-94.5023
BIX,30.4104,-88.9244
CBM,33.6438,-88.4438
CKM,34.2997,-90.5123
CRX,34.915,-88.6035
DXE,32.4387,-90.1031
GLH,33.4829,-90.9856
GPT,30.4073,-89.0701
GTR,33.4503,-88.5914
GWO,33.4943,-90.0847
HBG,31.2648,-89.2528
HEZ,31.6137,-91.2973
HKS,32.3345,-90.2222
JAN,32.3112,-90.0759
LMS,33.1462,-89.0625
LUL,31.6726,-89.1722
MCB,31.1785,-90.4719
MEI,32.3326,-88.7519
MMS,34.2315,-90.2896
OLV,34.9787,-89.7869
OSX,33.09,-89.5409
PCU,30.786,-89.5045
PGL,30.4628,-88.5292
PIB,31.4671,-89.3371
RFK,32.9549,-90.8459
TUP,34.2681,-88.7699
UBS,33.4654,-88.3803
UOX,34.3843,-89.5368
UTM,34.681,-90.3467
VKS,32.2393,-90.9284
AIZ,38.096,-92.5495
BKG,36.5321,-93.2005
BUM,38.2898,-94.3401
CGI,37.2253,-89.5708
COU,38.8181,-92.2196
DMO,38.7074,-93.1759
EOS,36.8065,-94.391
FAM,37.7611,-90.4286
IRK,40.0935,-92.5449
JEF,38.5912,-92.1561
JLN,37.1518,-94.4983
KNK,59.4332,-154.804
KNT,36.2259,-90.0366
MAW,36.6006,-89.9922
MBY,39.4639,-92.427
MCI,39.2976,-94.7139
MHL,39.0958,-93.2029
MKC,39.1232,-94.5928
NVD,37.853,-94.3045
OSB,38.1142,-92.6826
PLK,36.6259,-93.2289
POF,36.7739,-90.3249
SGF,37.2457,-93.3886
SIK,36.8989,-89.5618
STJ,39.7719,-94.9097
STL,38.7487,-90.37
SUS,38.6621,-90.652
SZL,38.7303,-93.5479
TBN,37.7416,-92.1407
TRX,40.0836,-93.5908
VIH,38.1274,-91.7695
VRS,38.4278,-92.8752
BDX,45.4725,-105.454
BIL,45.8077,-108.543
BTM,45.9548,-112.497
BZN,45.7775,-111.153
CTB,48.6084,-112.376
DLN,45.2554,-112.553
DRU,46.6208,-113.205
FCA,48.3105,-114.256
GDV,47.1387,-104.807
GGW,48.2125,-106.615
GTF,47.482,-111.371
HLN,46.6068,-111.983
HVR,48.543,-109.762
JDN,47.3288,-106.953
LVM,45.6994,-110.448
LWT,47.0493,-109.467
MLK,48.3669,-107.919
MLS,46.428,-105.886
MSO,46.9163,-114.091
OLF,48.0945,-105.575
PWD,48.7903,-104.534
RPX,46.4751,-108.541
SBX,48.5407,-111.871
SDY,47.7069,-104.193
THM,47.5735,-115.281
WYS,44.6884,-111.118
AHF,40.3395,-99.9065
AIA,42.0532,-102.804
ANW,42.5792,-99.993
BBW,41.4365,-99.6422
BFF,41.874,-103.596
BIE,40.3013,-96.7541
BUB,41.7767,-99.1497
CDR,42.8376,-103.095
EAR,40.727,-99.0068
EPG,40.8675,-96.11
FBY,40.183,-97.1693
FET,41.4491,-96.5202
GRI,40.9675,-98.3096
GRN,42.806,-102.175
HDE,40.4521,-99.3365
HSI,40.6053,-98.4279
IML,40.5093,-101.621
LBF,41.1262,-100.684
LNK,40.851,-96.7592
LXN,40.791,-99.7773
MCK,40.2063,-100.592
MHN,42.0422,-101.059
MIQ,41.195,-96.1148
OFF,41.1183,-95.9125
OFK,41.9855,-97.4351
OGA,41.1195,-101.77
OKS,41.401,-102.355
OLU,41.448,-97.3426
ONL,42.4699,-98.6881
SCB,41.6103,-96.6299
SNY,41.1013,-102.985
VTN,42.8578,-100.548
ASQ,39.468,-117.195
BAM,40.599,-116.874
BLD,35.9475,-114.861
BTY,36.8611,-116.787
CSN,39.1922,-119.734
DRA,36.6194,-116.033
EKO,40.8249,-115.792
ELY,39.2997,-114.842
EUE,39.6042,-116.005
EYR,39.0041,-119.158
FLX,39.4991,-118.749
GAB,38.9241,-117.959
HSH,35.9728,-115.134
HTH,38.5444,-118.634
INS,36.5872,-115.673
KPT,41.976,-114.658
LAS,36.0801,-115.152
LOL,40.0664,-118.565
LSV,36.2362,-115.034
LWL,41.1171,-114.922
MEV,39.0003,-119.751
MFH,36.835,-114.055
NFL,39.4166,-118.701
RNO,39.4991,-119.768
TPH,38.0602,-117.087
UCC,36.9458,-116.038
VGT,36.2107,-115.194
WMC,40.8966,-117.806
XSD,37.7988,-116.781
AFN,42.8051,-72.003
ASH,42.7817,-71.5148
BML,44.5754,-71.1759
CNH,43.3704,-72.3687
CON,43.2027,-71.5023
EEN,42.8984,-72.2708
ERR,44.7925,-71.1642
HIE,44.3676,-71.5445
LCI,43.5727,-71.4189
LEB,43.6261,-72.3042
MHT,42.9326,-71.4357
NWH,40.4625,-74.3306
PSM,43.0779,-70.8233
ACY,39.4576,-74.5772
BLM,40.1869,-74.1249
CDW,40.8752,-74.2814
EWR,40.6925,-74.1686
JVI,40.5244,-74.5984
LDJ,40.6174,-74.2446
LLY,39.9429,-74.8457
MIV,39.3678,-75.0722
MJX,39.9275,-74.2924
MMU,40.7994,-74.4149
NEL,40.0333,-74.3533
PCT,40.3992,-74.6589
TEB,40.8501,-74.0608
TTN,40.2767,-74.8135
WRI,40.0156,-74.5917
WWD,39.0085,-74.9083
ABQ,35.0402,-106.609
ALM,32.8399,-105.991
ATS,32.8525,-104.468
AXX,36.422,-105.29
CAO,36.4462,-103.167
CNM,32.3375,-104.263
CVN,34.4251,-103.079
CVS,34.3828,-103.322
DMN,32.2623,-107.721
ESO,36.03,-106.046
FMN,36.7412,-108.23
FSU,34.4834,-104.217
GNT,35.1673,-107.902
GUP,35.5111,-108.789
HBB,32.7668,-103.209
HMN,32.8525,-106.107
HOB,32.6875,-103.217
LAM,35.8798,-106.269
LRU,32.2894,-106.922
LSB,32.3335,-108.692
LVS,35.6542,-105.142
ONM,34.024,-106.898
ROW,33.3016,-104.531
RTN,36.7415,-104.502
RUI,33.4628,-105.535
SAF,35.6171,-106.089
SVC,32.6365,-108.156
TCC,35.1828,-103.603
TCS,33.2369,-107.272
TSM,36.4582,-105.672
WSD,32.3415,-106.403
ALB,42.7483,-73.8017
ART,43.9919,-76.0217
AXB,44.312,-75.9003
BGM,42.2087,-75.9798
BUF,42.9405,-78.7322
COP,42.6292,-74.891
CTO,40.9151,-72.7919
CTX,42.5926,-76.2149
DKK,42.4933,-79.272
DSV,42.5709,-77.7131
ELM,42.1599,-76.8916
ELZ,42.1095,-77.99
FID,41.2513,-72.0316
FOK,40.8437,-72.6318
FRG,40.7288,-73.4134
GFL,43.3412,-73.6103
HCC,42.2913,-73.7103
HPN,41.067,-73.7076
HTO,40.9596,-72.2518
IAG,43.1073,-78.9462
ISP,40.7952,-73.1002
ITH,42.491,-76.4584
JFK,40.6397,-73.7789
JHW,42.1534,-79.258
LGA,40.775,-73.875
LKP,44.2645,-73.9619
MGJ,41.51,-74.2646
MSS,44.9358,-74.8456
MSV,41.7016,-74.795
MTP,41.0765,-71.9208
OGS,44.6819,-75.4655
OIC,42.5666,-75.5241
OLE,42.2422,-78.3716
ONH,42.5247,-75.0644
PBG,44.6509,-73.4681
POU,41.6266,-73.8842
RME,43.2338,-75.407
ROC,43.1189,-77.6724
RSX,44.9917,-73.3635
SCH,42.8525,-73.9289
SLK,44.3853,-74.2062
SWF,41.5042,-74.1047
SXY,42.3026,-75.416
SYR,43.1112,-76.1063
WSH,40.8219,-72.8694
AVL,35.4362,-82.5418
CLT,35.214,-80.9431
CTZ,34.9756,-78.3646
DUF,36.2535,-75.7885
ECG,36.2606,-76.1746
EDE,36.0277,-76.5671
EWN,35.073,-77.0429
FAY,34.9912,-78.8803
FBG,35.1318,-78.9367
FFA,36.0182,-75.6713
GSB,35.3394,-77.9606
GSO,36.0978,-79.9373
HFF,35.0363,-79.4978
HKY,35.7411,-81.3895
HNC,35.2328,-75.6178
IKB,36.2228,-81.0983
ILM,34.2706,-77.9026
INT,36.1337,-80.222
ISO,35.3314,-77.6088
LBT,34.6099,-79.0594
LFN,36.0233,-78.3303
MEO,35.919,-75.6955
MRN,35.8202,-81.6114
MXE,34.7919,-79.3658
OAJ,34.8292,-77.6121
OCW,35.5705,-77.0498
PGV,35.6352,-77.3853
POB,35.1709,-79.0145
QWG,35.2138,-80.6701
RDU,35.8776,-78.7875
RWI,35.8563,-77.8919
RZZ,36.4395,-77.7093
SOP,35.2374,-79.3912
SRW,35.6459,-80.5203
SVH,35.7653,-80.9539
USA,35.3878,-80.7091
ASY,46.0239,-99.3526
BIS,46.7727,-100.746
BWM,46.1655,-103.301
DIK,46.7974,-102.802
DVL,48.1142,-98.9088
FAR,46.9207,-96.8158
GFK,47.9493,-97.1761
ISN,48.1779,-103.642
JMS,46.9297,-98.6782
MIB,48.4156,-101.358
MOT,48.2594,-101.28
PMB,48.9425,-97.2408
RDR,47.9611,-97.4012
VEX,48.3805,-102.898
WAH,46.2441,-96.6074
XWA,48.2597,-103.751
AKC,41.0375,-81.4669
AOH,40.7069,-84.0267
ATO,39.211,-82.2314
AXV,40.4934,-84.2989
BJJ,40.8748,-81.8883
BKL,41.5175,-81.6833
CAK,40.9161,-81.4422
CGF,41.5651,-81.4864
CLE,41.4117,-81.8498
CMH,39.998,-82.8919
DAY,39.9024,-84.2194
DFI,41.3375,-84.4288
FDY,41.0135,-83.6687
FFO,39.8261,-84.0483
GQQ,40.7534,-82.7238
HAO,39.3638,-84.522
HTW,38.4193,-82.4943
ILN,39.4279,-83.7921
JFN,41.778,-80.6955
LCK,39.8138,-82.9278
LNN,41.684,-81.3897
LUK,39.1033,-84.4186
MFD,40.8214,-82.5166
MGY,39.589,-84.2249
MNN,40.6162,-83.0635
MWO,39.531,-84.3953
OSU,40.0798,-83.073
OXD,39.5023,-84.7844
PHD,40.4709,-81.4197
PMH,38.8405,-82.8473
SGH,39.8403,-83.8402
SKY,41.4333,-82.6522
TDZ,41.5649,-83.4823
TOL,41.5868,-83.8078
YNG,41.2607,-80.6791
ZZV,39.9444,-81.8921
ADM,34.303,-97.0196
ADT,34.8043,-96.6713
AHD,34.147,-97.1227
ATE,34.1926,-95.6499
AXS,34.698,-99.3385
BVO,36.7625,-96.0112
BWL,36.7959,-97.317
CHK,35.0974,-97.9677
CKA,36.7439,-98.1231
CLK,35.5383,-98.9327
CSM,35.3398,-99.2005
CUH,35.9499,-96.7731
DUA,33.9423,-96.3945
DUC,34.4709,-97.9599
ELK,35.4308,-99.3943
END,36.3392,-97.9165
FDR,34.352,-98.9839
FSI,34.6498,-98.4022
GAG,36.2955,-99.7764
GOK,35.8498,-97.4156
GUY,36.6851,-101.508
HBR,34.9913,-99.0513
HUJ,34.0348,-95.5419
LAW,34.5677,-98.4166
LTS,34.6671,-99.2667
MIO,36.9092,-94.8875
MKO,35.6565,-95.3667
MLC,34.8824,-95.7835
NRI,36.5776,-94.8619
OKC,35.3931,-97.6007
OKM,35.6681,-95.9487
OUN,35.2456,-97.4721
PNC,36.732,-97.0998
PWA,35.5342,-97.6471
RKR,35.0216,-94.6213
RVS,36.0396,-95.9846
SNL,35.3579,-96.9428
SUD,35.7896,-96.6557
SWO,36.1612,-97.0857
TIK,35.4147,-97.3866
TUL,36.1984,-95.8881
WDG,36.3792,-97.7911
WWR,36.438,-99.5227
AHM,42.1903,-122.661
AST,46.158,-123.879
BDY,43.0865,-124.408
BKE,44.8373,-117.809
BNO,43.5919,-118.955
BOK,42.0746,-124.29
CHZ,42.5794,-121.879
CVO,44.4972,-123.29
CZK,45.6769,-121.879
DLS,45.6185,-121.167
EUG,44.1246,-123.212
FMU,43.9828,-124.111
GOL,42.4134,-124.424
GTP,42.5101,-123.388
HES,45.8282,-119.259
HIO,45.5404,-122.95
JDA,44.4042,-118.963
LGD,45.2902,-118.007
LKV,42.1611,-120.399
LMT,42.1561,-121.733
MDJ,44.6702,-121.155
MFR,42.3742,-122.873
ONO,44.0205,-117.014
ONP,44.5804,-124.058
OTH,43.4171,-124.246
OTK,45.4182,-123.814
PDT,45.6951,-118.841
PDX,45.5887,-122.598
PFC,45.1998,-123.962
PRZ,44.287,-120.904
RBG,43.2388,-123.356
RDM,44.2541,-121.15
REO,42.5777,-117.885
SLE,44.9095,-123.003
SUO,43.8763,-121.453
TTD,45.5494,-122.401
ABE,40.6521,-75.4408
AGC,40.3544,-79.9302
AOO,40.2964,-78.32
AVP,41.3385,-75.7234
BBX,40.1375,-75.2651
BFD,41.8031,-78.6401
BFP,40.7725,-80.3914
BTP,40.7769,-79.9497
CTH,39.979,-75.8655
DUJ,41.1783,-78.8987
DYL,40.333,-75.1223
ERI,42.0831,-80.1739
ESP,41.0358,-75.1606
FKL,41.3779,-79.8604
GTY,39.8409,-77.2742
HAR,40.2171,-76.8515
HZL,40.9868,-75.9949
IDI,40.6322,-79.1055
IPT,41.2418,-76.9211
JST,40.3161,-78.8339
LBE,40.2759,-79.4048
LHV,41.1356,-77.4223
LNS,40.1217,-76.2961
MDT,40.1935,-76.7634
MEJ,41.6265,-80.2147
MPO,41.1375,-75.3789
MUI,40.4348,-76.5694
PHL,39.8719,-75.2411
PIT,40.4915,-80.2329
PNE,40.0819,-75.0106
PSB,40.8835,-78.0863
PSQ,39.859,-75.2996
PTW,40.2396,-75.5567
RDG,40.3785,-75.9652
RED,40.6774,-77.6268
SCE,40.8493,-77.8487
SEG,40.8206,-76.8639
STQ,41.4125,-78.5026
THV,39.917,-76.873
UKT,40.4352,-75.3819
WAY,39.9001,-80.1331
WBW,41.2972,-75.8512
WSG,40.1365,-80.2902
BID,41.1681,-71.5778
NCO,41.5971,-71.4121
NPT,41.5324,-71.2815
PVD,41.7326,-71.4204
SFZ,41.9208,-71.4914
WST,41.3496,-71.8034
AIK,33.6494,-81.685
AND,34.4946,-82.7094
BFT,32.4122,-80.6344
BNL,33.2578,-81.3883
BTN,34.6217,-79.7344
CAE,33.9388,-81.1195
CDN,34.2836,-80.5649
CEU,34.6719,-82.8865
CHS,32.8986,-80.0405
CRE,33.8117,-78.7239
CUB,33.9705,-80.9952
DLL,34.4491,-79.3686
FLO,34.1854,-79.7239
GDC,34.7583,-82.3764
GGE,33.3117,-79.3196
GMU,34.8479,-82.35
GRD,34.2487,-82.1591
GSP,34.8957,-82.2189
HCW,34.7129,-79.957
HHH,32.2244,-80.6975
HVS,34.4031,-80.1192
MMT,33.9208,-80.8013
MYR,33.6797,-78.9283
OGB,33.4568,-80.8595
RBW,32.921,-80.6406
RKH,34.9878,-81.0572
SSC,33.9727,-80.4706
USC,40.2249,-83.3519
ABR,45.4491,-98.4218
ATY,44.914,-97.1547
BKX,44.3048,-96.8169
CTK,43.3089,-96.571
FSD,43.582,-96.7419
HON,44.3852,-98.2285
LEM,45.9187,-102.106
LQK,34.81,-82.7029
MBG,45.5465,-100.408
MHE,43.7748,-98.0386
PHP,44.0486,-101.599
PIR,44.3827,-100.286
RAP,44.0453,-103.057
RCA,44.145,-103.104
SPF,44.4803,-103.783
TTO,45.8152,-97.7431
XMD,44.016,-97.0859
XPR,43.0225,-102.511
YKN,42.9167,-97.3859
APT,35.0607,-85.5853
BNA,36.1245,-86.6782
CHA,35.0353,-85.2038
CKV,36.6219,-87.415
CSV,35.9513,-85.085
FYM,35.0597,-86.564
GCY,36.193,-82.8151
GHM,35.8374,-87.4454
GKT,35.8578,-83.5287
MEM,35.0424,-89.9767
MKL,35.5999,-88.9156
MMI,35.3973,-84.5626
MOR,36.1795,-83.3752
MQY,36.009,-86.5201
MRC,35.5541,-87.1789
NQA,35.3567,-89.8703
PHT,36.3382,-88.3829
RKW,35.9223,-84.6897
RNC,35.6987,-85.8438
SYI,35.5601,-86.4425
THA,35.3801,-86.2464
TRI,36.4752,-82.4074
TYS,35.811,-83.994
UCY,36.3818,-88.9854
UOS,35.2051,-85.8981
ABI,32.4113,-99.6819
ACT,31.6113,-97.2305
ADS,32.9686,-96.8364
AFW,32.9876,-97.3188
ALE,30.3842,-103.684
ALI,27.7409,-98.0269
AMA,35.2194,-101.706
ASL,32.5205,-94.3078
AUS,30.1945,-97.6699
BBC,28.9733,-95.8635
BBD,31.1793,-99.3239
BGD,35.7009,-101.394
BIF,31.8495,-106.38
BKD,32.719,-98.891
BMT,30.0707,-94.2158
BPT,29.9508,-94.0207
BRO,25.9068,-97.4259
BWD,31.7936,-98.9565
BZT,28.9822,-95.5797
CCG,31.4151,-102.363
CDS,34.4338,-100.288
CFD,30.7157,-96.3314
CLL,30.5886,-96.3638
CNW,31.6378,-97.0741
COM,31.8411,-99.4036
COT,28.4567,-99.2203
CRP,27.7704,-97.5012
CRS,32.0281,-96.4006
CUX,27.7218,-97.5121
CXO,30.3518,-95.4145
CZT,28.5222,-99.8236
DAL,32.8471,-96.8518
DFW,32.8968,-97.038
DHT,36.0226,-102.547
DLF,29.3595,-100.778
DRT,29.3742,-100.927
DWH,30.0618,-95.5528
DYS,32.4208,-99.8546
EFD,29.6073,-95.1588
EGP,28.8572,-100.512
ELA,29.6006,-96.3219
ELP,31.8072,-106.378
ERV,29.9767,-99.0857
ETN,32.4135,-98.8098
EVA,30.321,-94.0735
FST,30.9157,-102.916
FTW,32.8198,-97.3624
FWH,32.7692,-97.4415
GGG,32.384,-94.7115
GLE,33.6514,-97.197
GLS,29.2653,-94.8604
GRK,31.0672,-97.8289
GVT,33.0678,-96.0653
HCA,32.2126,-101.522
HLR,31.1387,-97.7145
HOU,29.6454,-95.2789
HPY,29.7861,-94.9527
HRL,26.2285,-97.6544
HTV,30.7469,-95.5872
IAH,29.9844,-95.3414
ILE,31.0858,-97.6865
INK,31.7796,-103.201
IRB,30.9057,-101.892
IWS,29.8182,-95.6726
JAS,30.8857,-94.0349
JCT,30.5113,-99.7635
JCY,30.2518,-98.6225
JKV,31.8693,-95.2174
KIP,33.8578,-98.4904
LBB,33.6636,-101.823
LFK,31.234,-94.75
LJN,29.1086,-95.4621
LRD,27.5438,-99.4616
MAF,31.9425,-102.202
MDD,32.0365,-102.101
MFE,26.1758,-98.2386
MGI,28.323,-96.464
MIF,31.5825,-102.909
MPS,32.8981,-79.7828
MRF,30.3711,-104.018
MWL,32.7816,-98.0602
NGP,27.6926,-97.2911
NGW,27.7027,-97.4389
NIR,28.3624,-97.6619
NQI,27.5072,-97.8097
OCH,31.578,-94.7095
ONY,33.3522,-98.7915
OZA,30.7353,-101.203
PEQ,31.3824,-103.511
PNX,33.7141,-96.6737
PPA,35.613,-100.996
PRX,33.6366,-95.4508
PSN,31.7797,-95.7063
PSX,28.7275,-96.251
PVW,34.1681,-101.717
RBD,32.6809,-96.8682
RCK,30.6316,-96.9897
REE,33.5903,-102.037
RFG,28.2886,-97.318
RGR,32.4526,-98.6828
RKP,28.0868,-97.0446
RND,29.5297,-98.2789
SAT,29.5337,-98.4698
SEP,32.2153,-98.1777
SGR,29.6223,-95.6565
SJT,31.3577,-100.496
SKF,29.3842,-98.5811
SLR,33.1598,-95.6211
SNK,32.6934,-100.95
SPS,33.9888,-98.4919
SSF,29.337,-98.4711
SWW,32.4674,-100.467
TDW,35.1699,-101.826
TPL,31.1525,-97.4078
TRL,32.7092,-96.2674
TYR,32.3541,-95.4024
UVA,29.2113,-99.7436
VCT,28.8526,-96.9185
VHN,31.0578,-104.784
WEA,32.7463,-97.6824
WHT,29.2543,-96.1544
WIB,34.2257,-99.2838
BCE,37.7064,-112.145
BDG,37.5833,-109.483
BFG,37.5458,-110.713
BMC,41.5524,-112.062
BTF,40.8694,-111.927
CDC,37.701,-113.099
CNY,38.755,-109.755
DPG,40.1994,-112.937
DTA,39.3806,-112.508
ENV,40.7187,-114.031
FIL,38.9583,-112.363
GMV,37.0167,-110.201
HIF,41.124,-111.973
HVE,38.418,-110.704
KNB,37.0106,-112.531
LGU,41.7912,-111.852
MLF,38.6097,-112.986
MSD,39.5266,-111.476
MXC,37.9324,-109.341
NPH,39.7388,-111.872
NTJ,39.3291,-111.615
OGD,41.1959,-112.012
PNU,37.8452,-112.392
PUC,39.6139,-110.751
PVU,40.2192,-111.723
RIF,38.7364,-112.099
ROL,40.2783,-110.051
RVR,38.9614,-110.227
SBO,39.0291,-111.838
SGU,37.0364,-113.51
SLC,40.7884,-111.978
VEL,40.4409,-109.51
BTV,44.4719,-73.1533
EFK,44.8888,-72.2292
LLX,44.5691,-72.018
MPV,44.2035,-72.5623
MVL,44.5346,-72.614
RUT,43.5294,-72.9496
VSF,43.3436,-72.5173
APH,38.0689,-77.3183
BCB,37.2076,-80.4078
BKT,37.0742,-77.9575
CHO,38.1386,-78.4529
DAA,38.715,-77.181
DAN,36.5729,-79.3361
DCA,38.8522,-77.0378
DGN,38.3325,-77.0372
FAF,37.1325,-76.6088
FKN,36.6981,-76.9038
FRR,38.9175,-78.2535
GVE,38.156,-78.1658
HSP,37.9514,-79.8339
IAD,38.9445,-77.4558
LFI,37.0829,-76.3605
LNP,36.9875,-82.53
LOW,38.0098,-77.9701
LVL,36.7728,-77.7943
LYH,37.3267,-79.2004
MFV,37.6469,-75.7611
MNZ,38.7214,-77.5154
NGU,36.9376,-76.2893
NTU,36.8207,-76.0335
NYG,38.5017,-77.3053
ORF,36.8946,-76.2012
PHF,37.1319,-76.493
PSK,37.1373,-80.6785
PTB,37.1838,-77.5074
RIC,37.5052,-77.3197
ROA,37.3255,-79.9754
SHD,38.2638,-78.8964
VJI,36.6871,-82.0333
WAL,37.9402,-75.4664
WGO,39.1435,-78.1444
ALW,46.0949,-118.288
BFI,47.53,-122.302
BLI,48.7928,-122.538
BYW,48.579,-122.826
CKR,48.5978,-122.998
CLM,48.1202,-123.5
CLS,46.677,-122.983
CWS,48.4901,-122.832
DHB,48.6167,-123.003
DTR,48.4998,-122.814
EAT,47.3989,-120.207
ELN,47.033,-120.531
EPH,47.3076,-119.516
ESD,48.7082,-122.91
ESW,47.2542,-121.186
FBS,48.5373,-123.01
FRD,48.522,-123.024
GCD,47.922,-119.083
GEG,47.6199,-117.534
GRF,47.0792,-122.581
HQM,46.9712,-123.937
KEH,47.7548,-122.259
KLS,46.118,-122.898
LKE,47.629,-122.339
LPS,48.4839,-122.938
MVW,48.4709,-122.421
MWH,47.2077,-119.32
NUW,48.3518,-122.656
ODW,48.2515,-122.674
OLM,46.9694,-122.903
OMK,48.4644,-119.518
OTS,48.499,-122.662
PAE,47.9063,-122.282
PSC,46.2647,-119.119
PUL,47.734,-122.647
PUW,46.7439,-117.11
PWT,47.4902,-122.765
RCE,48.6123,-123.139
RLD,46.3056,-119.304
RNT,47.4931,-122.216
RSJ,48.6457,-122.868
SEA,47.449,-122.309
SFF,47.6828,-117.323
SHN,47.2336,-123.148
SKA,47.6151,-117.656
SQV,48.0981,-123.187
SSW,48.6729,-123.176
TCM,47.1377,-122.476
TDO,46.4772,-122.806
TIW,47.2679,-122.578
TWD,48.0538,-122.811
UIL,47.9366,-124.563
WDN,48.7118,-123.018
WSX,48.6179,-122.953
YKM,46.5682,-120.544
